benchmark,selected,solved,runtime
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2__p12786_safety_0.smt2,Z3-alpha,1,28.684999532066286
QF_NIA/20220315-MathProblems/STC_0716.smt2,Z3-alpha,0,1201.7133892890997
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9080_safety_0.smt2,Z3-alpha,1,28.63741715392098
QF_NIA/AProVE/aproveSMT3478322092999958257.smt2,Z3-alpha,1,0.9788974339608103
QF_NIA/20170427-VeryMax/ITS/From_T2__Prim_4.t2__p8055_terminationG_0.smt2,Z3-alpha,1,112.5477703800425
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p5136_safety_0.smt2,Z3-alpha,1,6.106525690993294
QF_NIA/20170427-VeryMax/ITS/From_T2__n-6.t2__p4858_edge_closing_0.smt2,Z3-alpha,1,46.02515319711529
QF_NIA/20170427-VeryMax/ITS/From_T2__brp_withassume.t2__terminationS_30_0.smt2,Z3-alpha,1,3.1418888180051
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Queen.jar-obl-10__p11812_terminationG_0.smt2,Z3-alpha,1,16.571954637998715
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30854_safety_0.smt2,Z3-alpha,1,6.112556956009939
QF_NIA/20170427-VeryMax/SAT14/1363.smt2,Z3-alpha,1,0.7450957230757922
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32695_safety_0.smt2,Z3-alpha,1,2.3832839229144156
QF_NIA/20170427-VeryMax/SAT14/1711.smt2,Z3-alpha,1,0.45709977904334664
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31696_safety_0.smt2,Z3-alpha,1,20.110426475992426
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2.t2__p23218_terminationG_0.smt2,Z3-alpha,1,2.2316859769634902
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p21091_safety_0.smt2,Z3-alpha,1,10.007816629949957
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIteratorEntryLoop.jar-obl-12__p2928_safety_0.smt2,Z3-alpha,1,0.4851088069844991
QF_NIA/20170427-VeryMax/ITS/From_T2__db3.t2_fixed__terminationS_7_0.smt2,Z3-alpha,1,10.836046947864816
QF_NIA/20170427-VeryMax/ITS/From_T2__fun9.t2__p1476_edge_closing_0.smt2,Z3-alpha,1,22.711306104902178
QF_NIA/20170427-VeryMax/ITS/From_T2__firewire.t2__p32288_terminationG_0.smt2,Z3-alpha,0,1201.7129005128518
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31782_safety_0.smt2,Z3-alpha,1,1.563954845070839
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p25727_safety_0.smt2,Z3-alpha,1,10.604337708093226
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6652_safety_0.smt2,Z3-alpha,0,1201.738092484884
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__AlternKonv.c__p20685_terminationG_0.smt2,Z3-alpha,1,9.17406630795449
QF_NIA/20220315-MathProblems/STC_0258.smt2,Z3-alpha,1,44.233751310035586
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32245_safety_0.smt2,Z3-alpha,1,2.582426371052861
QF_NIA/mcm/163.smt2,cvc5,0,1202.7461965461262
